state,city,lat,lon
ME,North Haven,44.1436,-68.8667
ME,North Jay,44.5473,-70.2381
ME,North Monmouth,44.2753,-70.0367
ME,North New Portland,44.9047,-70.0599
ME,North Shapleigh,43.5674,-70.8286
ME,North Sullivan,44.5458,-68.1279
ME,North Turner,44.358,-70.2558
ME,North Vassalboro,44.4862,-69.6225
ME,North Waterboro,43.64,-70.7298
ME,North Waterford,44.2317,-70.7687
ME,North Windham,43.7917,-70.4056
ME,North Yarmouth,43.8579,-70.2341
ME,Northeast Harbor,44.2941,-68.2849
ME,Northfield,44.7215,-67.482
ME,Northport,44.3048,-69.0824
ME,Norway,44.2127,-70.5601
ME,Oakfield,46.1088,-68.1298
ME,Oakland,44.5173,-69.7401
ME,Ocean Park,43.5006,-70.3862
ME,Ogunquit,43.2541,-70.6094
ME,Olamon,45.1001,-68.6304
ME,Old Orchard Beach,43.5254,-70.3883
ME,Old Orchd Bch,43.5254,-70.3883
ME,Old Town,44.943,-68.675
ME,Oquossoc,44.9664,-70.7737
ME,Orient,45.8911,-67.8471
ME,Orland,44.5458,-68.7313
ME,Orneville Twp,45.2446,-68.976
ME,Orono,44.9446,-68.6753
ME,Orrington,44.7263,-68.7876
ME,Orrs Island,43.7727,-69.9668
ME,Osborn,44.5548,-68.4121
ME,Otis,44.5548,-68.4121
ME,Otisfield,44.1118,-70.5098
ME,Otter Creek,44.3366,-68.3721
ME,Owls Head,44.0732,-69.0894
ME,Oxbow,46.402,-68.5218
ME,Oxford,44.1118,-70.5098
ME,Palermo,44.3843,-69.4334
ME,Palmyra,44.8576,-69.3811
ME,Paris,44.2641,-70.4985
ME,Parkman,45.1735,-69.3975
ME,Parlin Pd Twp,45.6351,-70.2492
ME,Parlin Pond Twp,45.6351,-70.2492
ME,Parsonsfield,43.745,-70.9092
ME,Passadumkeag,45.1815,-68.5871
ME,Patten,46.0132,-68.4647
ME,Peaks Island,43.6589,-70.194
ME,Pejepscot,43.9814,-69.9378
ME,Pemaquid,43.8924,-69.5289
ME,Pembroke,44.9654,-67.2002
ME,Penobscot,44.4645,-68.7111
ME,Perham,46.8816,-68.2391
ME,Perkins Twp,44.5928,-70.2281
ME,Perry,44.9888,-67.0929
ME,Peru,44.4944,-70.4435
ME,Phillips,44.8375,-70.3601
ME,Phippsburg,43.7688,-69.815
ME,Pierce Pond,44.9251,-70.0231
ME,Pierce Pond Twp,44.9251,-70.0231
ME,Pine Point,43.5835,-70.3457
ME,Pittsfield,44.7871,-69.4022
ME,Pittstn Acdmy,45.8641,-69.8768
ME,Pittston,44.207,-69.7858
ME,Pittston Academy Grant Twp,45.8641,-69.8768
ME,Pleasant Point,44.9888,-67.0929
ME,Pleasant Pt,44.9888,-67.0929
ME,Pleasant Ridge Plt,45.0682,-69.8857
ME,Plsnt Rdg Plt,45.0682,-69.8857
ME,Plymouth,44.7699,-69.2266
ME,Plymouth Twp,45.8641,-69.8768
ME,Poland,44.0474,-70.3899
ME,Poland Spring,44.0474,-70.3899
ME,Pond Cove,43.6017,-70.2301
ME,Port Clyde,43.9273,-69.2528
ME,Portage,46.7753,-68.4877
ME,Portage Lake,46.7753,-68.4877
ME,Porter,43.8262,-70.9243
ME,Portland,43.6681,-70.2473
ME,Pownal,43.8945,-70.1835
ME,Prentiss Twp,45.4264,-68.1108
ME,Presque Isle,46.6842,-68.0118
ME,Princeton,45.2131,-67.6008
ME,Prospect,44.5141,-68.856
ME,Prospect Harbor,44.411,-68.0141
ME,Prospect Hbr,44.411,-68.0141
ME,Quimby,47.01,-68.691
ME,Randolph,44.2347,-69.7506
ME,Rangeley,44.9631,-70.6658
ME,Raymond,43.9219,-70.4498
ME,Readfield,44.4032,-69.9506
ME,Reed Plt,45.6645,-68.1055
ME,Richmond,44.1042,-69.8211
ME,Ripley,45.0203,-69.2797
ME,Robbinston,45.067,-67.1433
ME,Rockland,44.1123,-69.1139
ME,Rockport,44.1888,-69.0901
ME,Rockwood,45.8641,-69.8768
ME,Rome,44.5173,-69.7401
ME,Roque Bluffs,44.7215,-67.482
ME,Round Pond,43.925,-69.4662
ME,Roxbury,44.6566,-70.6092
ME,Rumford,44.5434,-70.5645
ME,Rumford Center,44.5434,-70.5645
ME,Rumford Ctr,44.5434,-70.5645
ME,Rumford Point,44.5434,-70.5645
ME,S Freeport,43.8099,-70.0953
ME,S Gardiner,44.1801,-69.7567
ME,S Gouldsboro,44.4731,-68.0899
ME,S Harpswell,43.7811,-69.9955
ME,S Portland,43.6367,-70.2559
ME,S Thomaston,44.0378,-69.1359
ME,Sabattus,44.1133,-70.0748
ME,Saco,43.5209,-70.4546
ME,Saint Agatha,47.2387,-68.3232
ME,Saint Albans,44.9293,-69.3992
ME,Saint David,47.3343,-68.2314
ME,Saint Francis,47.1407,-68.9503
ME,Saint George,43.9555,-69.2315
ME,Salem Twp,44.8224,-70.2221
ME,Salsbury Cove,44.4306,-68.2836
ME,Sandy Bay Twp,45.6351,-70.2492
ME,Sandy Point,44.5148,-68.8128
ME,Sandy River Plt,44.9631,-70.6658
ME,Sandy Rvr Plt,44.9631,-70.6658
ME,Sanford,43.4285,-70.7585
ME,Sangerville,45.1406,-69.3218
ME,Sargentville,44.3136,-68.6863
ME,Scarborough,43.5802,-70.3097
ME,Seal Cove,44.2859,-68.3986
ME,Seal Harbor,44.299,-68.2463
ME,Searsmont,44.377,-69.2196
ME,Searsport,44.4877,-68.9311
ME,Sebago,43.8911,-70.6623
ME,Sebago Lake,43.8321,-70.5554
ME,Sebasco Estates,43.7733,-69.8635
ME,Sebasco Ests,43.7733,-69.8635
ME,Sebec,45.2171,-69.1533
ME,Seboeis Plt,45.2456,-68.6666
ME,Seboomook Twp,45.8641,-69.8768
ME,Sedgwick,44.3355,-68.6377
ME,Shapleigh,43.5674,-70.8286
ME,Shawmut,44.6245,-69.5869
ME,Sheridan,46.6379,-68.3963
ME,Sherman,45.8731,-68.3847
ME,Sherman Mills,45.8731,-68.3847
ME,Sherman Sta,45.8637,-68.5053
ME,Sherman Station,45.8637,-68.5053
ME,Shirley,45.4716,-69.5844
ME,Shirley Mills,45.3609,-69.6202
ME,Sidney,44.3232,-69.7665
ME,Silver Ridge,45.8731,-68.3847
ME,Silver Ridge Twp,45.8731,-68.3847
ME,Sinclair,47.1222,-68.323
ME,Skowhegan,44.7772,-69.6976
ME,Smithfield,44.6301,-69.8075
ME,Smyrna Mills,46.1464,-68.2064
ME,Soldiertown,45.607,-68.5227
ME,Soldiertown Twp,45.607,-68.5227
ME,Solon,44.9676,-69.833
ME,Somerville,44.2204,-69.5133
ME,Sorrento,44.4907,-68.1787
ME,South Berwick,43.2292,-70.7859
ME,South Bristol,43.8677,-69.5614
ME,South Casco,43.91,-70.5245
ME,South China,44.3953,-69.5804
ME,South Freeport,43.8099,-70.0953
ME,South Gardiner,44.1801,-69.7567
ME,South Gouldsboro,44.4731,-68.0899
ME,South Harpswell,43.7811,-69.9955
ME,South Paris,44.2167,-70.5012
ME,South Portland,43.6367,-70.2559
ME,South Thomaston,44.0378,-69.1359
ME,South Windham,43.7362,-70.4237
ME,Southport,43.8199,-69.6626
ME,Southwest Harbor,44.2823,-68.3265
ME,Southwest Hbr,44.2823,-68.3265
ME,Springfield,45.4264,-68.1108
ME,Springvale,43.4715,-70.8064
ME,Spruce Head,44.0104,-69.1707
ME,Squirrel Is,43.809,-69.6306
ME,Squirrel Island,43.809,-69.6306
ME,St John Plt,47.2587,-68.5895
ME,Stacyville,45.8637,-68.5053
ME,Standish,43.8321,-70.5554
ME,Starks,44.7831,-69.9309
ME,Steep Falls,43.7719,-70.6396
ME,Stetson,44.8843,-69.1069
ME,Steuben,44.4971,-67.9503
ME,Stillwater,44.9084,-68.6864
ME,Stockholm,47.0423,-68.1395
ME,Stockton Spgs,44.5141,-68.856
ME,Stockton Springs,44.5141,-68.856
ME,Stoneham,44.2641,-70.8875
ME,Stonington,44.1157,-68.6476
ME,Stow,44.0313,-70.9668
ME,Stratton,45.1116,-70.423
ME,Strong,44.8224,-70.2221
ME,Sullivan,44.5458,-68.1279
ME,Sumner,44.374,-70.4469
ME,Sunset,44.2059,-68.7047
ME,Surry,44.453,-68.5144
ME,Swans Island,44.1451,-68.4517
ME,Swanville,44.4354,-69.0148
ME,Sweden,44.1071,-70.6539
ME,Talmadge,45.3492,-67.678
ME,Temple,44.6954,-70.2426
ME,Tenants Harbor,43.983,-69.2011
ME,Tenants Hbr,43.983,-69.2011
ME,The Forks Plt,45.3839,-69.9841
ME,Thomaston,44.0846,-69.1888
ME,Thorndike,44.5744,-69.2487
ME,Tomhegan Twp,45.8641,-69.8768
ME,Topsfield,45.4304,-67.7473
ME,Topsham,43.9814,-69.9378
ME,Trenton,44.5548,-68.4121
ME,Trescott Twp,44.9043,-67.0408
ME,Trevett,43.8826,-69.6801
ME,Troy,44.6757,-69.2549
ME,Turner,44.2557,-70.2494
ME,Union,44.2619,-69.2771
ME,Unity,44.6007,-69.3328
ME,Upper Frenchville,47.2826,-68.3917
ME,Upper Frnchvl,47.2826,-68.3917
ME,Upton,44.6895,-71.0112
ME,Van Buren,47.1589,-67.9459
ME,Vanceboro,45.5634,-67.4297
ME,Vassalboro,44.4405,-69.6519
ME,Veazie,44.8242,-68.7918
ME,Verona Island,44.6015,-68.7768
ME,Vienna,44.5475,-70.003
ME,Vinalhaven,44.0397,-68.8368
ME,W Boothbay Ha,43.849,-69.6434
ME,W Boothbay Harbor,43.849,-69.6434
ME,W Boothby Hbr,43.849,-69.6434
ME,W Bowdoin,44.0576,-69.9682
ME,W Farmington,44.6628,-70.153
ME,W Kennebunk,43.4061,-70.5733
ME,Wade,46.7883,-68.1338
ME,Waite,45.3898,-67.7126
ME,Waldo,44.4354,-69.0148
ME,Waldoboro,44.1046,-69.3745
ME,Wales,44.1133,-70.0748
ME,Wallagrass,47.1295,-68.5973
ME,Walpole,43.9462,-69.5516
ME,Waltham,44.5548,-68.4121
ME,Warren,44.1271,-69.2479
ME,Washburn,46.7883,-68.1338
ME,Washington,44.2693,-69.3842
ME,Waterboro,43.5661,-70.7431
ME,Waterford,44.1964,-70.7542
ME,Waterville,44.5517,-69.6655
ME,Wayne,44.3493,-70.0712
ME,Webster Plt,45.4264,-68.1108
ME,Weeks Mills,44.3953,-69.5804
ME,Weld,44.7016,-70.4249
ME,Wellington,44.973,-69.5481
ME,Wells,43.3144,-70.5969
ME,Wells Beach,43.3144,-70.5969
ME,Wesley,44.9854,-67.6991
ME,West Baldwin,43.8299,-70.749
ME,West Bath,43.9062,-69.8266
ME,West Bethel,44.4021,-70.8601
ME,West Boothbay Harbor,43.849,-69.6434
ME,West Enfield,45.2378,-68.5338
ME,West Farmington,44.6628,-70.153
ME,West Forks,45.3839,-69.9841
ME,West Gardiner,44.207,-69.7858
ME,West Kennebunk,43.4061,-70.5733
ME,West Minot,44.1712,-70.3659
ME,West Newfield,43.601,-70.9027
ME,West Paris,44.3253,-70.5732
ME,West Poland,44.0409,-70.453
ME,West Rockport,44.1924,-69.1211
ME,West Tremont,44.2415,-68.358
ME,Westbrook,43.6806,-70.3646
ME,Westfield,46.5945,-67.9302
ME,Westmanland,47.0423,-68.1395
ME,Weston,45.6687,-67.8688
ME,Westport Is,44.0074,-69.6826
ME,Westport Island,44.0074,-69.6826
ME,Whitefield,44.1884,-69.5751
ME,Whiting,44.7622,-67.2515
ME,Whitneyville,44.7215,-67.482
ME,Wiliamsbg Twp,45.3412,-69.0423
ME,Williamsburg Twp,45.3412,-69.0423
ME,Willimantic,45.1735,-69.3975
ME,Wilton,44.5928,-70.2281
ME,Windham,43.7639,-70.4146
ME,Windsor,44.3009,-69.5806
ME,Winn,45.4568,-68.3575
ME,Winslow,44.5543,-69.6178
ME,Winter Harbor,44.39,-68.0843
ME,Winterport,44.6552,-68.8862
ME,Winterville Plt,47.01,-68.691
ME,Winthrop,44.3229,-69.9576
ME,Wiscasset,44.0074,-69.6826
ME,Wntervlle Plt,47.01,-68.691
ME,Woodland,46.8706,-68.0204
ME,Woodland Washington County,45.1285,-67.451
ME,Woodville,45.3508,-68.5077
ME,Woolwich,43.9503,-69.7891
ME,Wytopitlock,45.6645,-68.1055
ME,Yarmouth,43.8009,-70.175
ME,York,43.1544,-70.6578
ME,York Beach,43.1715,-70.6089
ME,York Harbor,43.1368,-70.6456
NH,Acworth,43.196,-72.3001
NH,Albany,43.9742,-71.1503
NH,Alexandria,43.612,-71.7507
NH,Allenstown,43.1604,-71.4179
NH,Alstead,43.1265,-72.3281
NH,Alton,43.463,-71.2297
NH,Alton Bay,43.4845,-71.2489
NH,Amherst,42.8569,-71.6075
NH,Andover,43.4287,-71.783
NH,Antrim,43.0595,-71.9387
NH,Ashland,43.7034,-71.6121
NH,Ashuelot,42.7851,-72.4349
NH,Atkinson,42.837,-71.1603
NH,Auburn,42.9925,-71.3449
NH,Barnstead,43.3349,-71.2887
NH,Barrington,43.2027,-71.0377
NH,Bartlett,44.0802,-71.292
NH,Bath,44.1808,-71.9828
NH,Bedford,42.9403,-71.5213
NH,Belmont,43.4512,-71.489
NH,Bennington,43.0103,-71.9153
NH,Benton,44.1523,-72.0373
NH,Berlin,44.4811,-71.1892
NH,Bethlehem,44.2808,-71.6829
NH,Boscawen,43.2817,-71.6595
NH,Bow,43.1291,-71.5424
NH,Bradford,43.2517,-71.9617
NH,Brentwood,42.9815,-70.9478
NH,Bretton Woods,44.2581,-71.4412
NH,Bristol,43.612,-71.7507
NH,Brookfield,43.5513,-71.02
NH,Brookline,42.7384,-71.6663
NH,Campton,43.9742,-71.5807
NH,Canaan,43.6601,-72.0297
NH,Candia,43.0585,-71.3049
NH,Canterbury,43.357,-71.557
NH,Carroll,44.3681,-71.6035
NH,Center Barnstead,43.3566,-71.2424
NH,Center Conway,43.9878,-71.0607
NH,Center Harbor,43.7107,-71.4797
NH,Center Ossipee,43.7682,-71.1349
NH,Center Sandwich,43.8162,-71.4506
NH,Center Strafford,43.2629,-71.1071
NH,Center Tuftonboro,43.6849,-71.2551
NH,Charlestown,43.2573,-72.4064
NH,Chatham,43.9878,-71.0607
NH,Chester,42.9678,-71.245
NH,Chesterfield,42.8839,-72.4548
NH,Chichester,43.244,-71.4105
NH,Chocorua,43.8909,-71.2407
NH,Claremont,43.3679,-72.3422
NH,Clarksville,45.0866,-71.3636
NH,Colebrook,44.9078,-71.4793
NH,Concord,43.256,-71.5918
NH,Contoocook,43.1978,-71.6968
NH,Conway,43.9742,-71.1503
NH,Cornish,43.472,-72.3283
NH,Cornish Flat,43.4973,-72.2795
NH,Croydon,43.3532,-72.1838
NH,Ctr Barnstead,43.3566,-71.2424
NH,Ctr Ossipee,43.7682,-71.1349
NH,Ctr Sandwich,43.8162,-71.4506
NH,Ctr Strafford,43.2629,-71.1071
NH,Ctr Tuftnboro,43.6849,-71.2551
NH,Dalton,44.3681,-71.6035
NH,Danbury,43.5115,-71.8691
NH,Danville,42.9234,-71.121
NH,Deerfield,43.1378,-71.2513
NH,Deering,43.1141,-71.8992
NH,Derry,42.8874,-71.302
NH,Dixville,44.9078,-71.4793
NH,Dorchester,43.8044,-71.848
NH,Dover,43.1949,-70.8781
NH,Drewsville,43.1281,-72.392
NH,Dublin,42.8972,-72.0505
NH,Dummer,44.587,-71.181
NH,Dunbarton,43.1025,-71.6169
NH,Durham,43.1174,-70.9197
NH,E Hampstead,42.8877,-71.128
NH,E Wakefield,43.6142,-71.0051
NH,East Andover,43.4595,-71.7476
NH,East Candia,43.0481,-71.2487
NH,East Derry,42.8945,-71.2912
NH,East Hampstead,42.8877,-71.128
NH,East Hebron,43.7186,-71.827
NH,East Kingston,42.907,-70.9876
NH,East Lempster,43.2136,-72.1968
NH,East Wakefield,43.6142,-71.0051
NH,Easton,44.2053,-71.7518
NH,Eaton Center,43.9092,-71.0837
NH,Effingham,43.7012,-70.9834
NH,Elkins,43.4209,-71.9373
NH,Ellsworth,43.9742,-71.5807
NH,Enfield,43.6256,-72.127
NH,Enfield Center,43.5796,-72.0854
NH,Enfield Ctr,43.5796,-72.0854
NH,Epping,43.0411,-71.0764
NH,Epsom,43.2174,-71.3546
NH,Errol,44.8003,-71.1436
NH,Etna,43.7113,-72.2125
NH,Exeter,42.9815,-70.9478
NH,Farmington,43.3884,-71.0647
NH,Fitzwilliam,42.7611,-72.145
NH,Francestown,42.992,-71.8113
NH,Franconia,44.2053,-71.7518
NH,Franklin,43.4426,-71.6491
NH,Freedom,43.8172,-71.0628
NH,Fremont,42.984,-71.1218
NH,Georges Mills,43.4317,-72.0673
NH,Gilford,43.5475,-71.4072
NH,Gilmanton,43.4175,-71.4121
NH,Gilmanton Iron Works,43.4185,-71.3063
NH,Gilmanton Iw,43.4185,-71.3063
NH,Gilsum,43.0399,-72.2719
NH,Glen,44.1018,-71.1925
NH,Glencliff,43.9828,-71.8934
NH,Goffstown,43.0201,-71.5697
NH,Gorham,44.4048,-71.1548
NH,Goshen,43.3026,-72.1241
NH,Grafton,43.5727,-71.9634
NH,Grantham,43.5103,-72.1334
NH,Greenfield,42.9493,-71.8728
NH,Greenland,43.0353,-70.8475
NH,Greenville,42.7482,-71.7619
NH,Groveton,44.5984,-71.5064
NH,Guild,43.3767,-72.1381
NH,Hales Lctn,44.0336,-71.1238
NH,Hales Location,44.0336,-71.1238
NH,Hampstead,42.882,-71.1758
NH,Hampton,42.9709,-70.9187
NH,Hampton Falls,42.9263,-70.8876
NH,Hancock,42.9768,-71.9819
NH,Hanover,43.7045,-72.285
NH,Harrisville,42.9399,-72.0972
NH,Harts Lctn,44.0802,-71.292
NH,Harts Location,44.0802,-71.292
NH,Haverhill,44.0394,-72.0573
NH,Hebron,43.7186,-71.827
NH,Henniker,43.1791,-71.8159
NH,Hill,43.5274,-71.7292
NH,Hillsboro,43.1141,-71.8992
NH,Hillsborough,43.1141,-71.8992
NH,Hinsdale,42.8027,-72.5015
NH,Holderness,43.7378,-71.6044
NH,Hollis,42.7485,-71.5772
NH,Hooksett,43.0617,-71.4444
NH,Hopkinton,43.1978,-71.6968
NH,Hudson,42.769,-71.4121
NH,Intervale,44.0955,-71.1194
NH,Jackson,44.167,-71.1878
NH,Jaffrey,42.8178,-72.0275
NH,Jefferson,44.3999,-71.4518
NH,Kearsarge,44.0753,-71.1176
NH,Keene,42.9482,-72.2868
NH,Kensington,42.9815,-70.9478
NH,Kingston,42.9133,-71.0639
NH,Laconia,43.5808,-71.4618
NH,Lancaster,44.4921,-71.5591
NH,Landaff,44.2148,-71.8966
NH,Langdon,43.1265,-72.3281
NH,Lebanon,43.6435,-72.2473
NH,Lee,43.1183,-70.9583
NH,Lempster,43.2136,-72.1968
NH,Lincoln,44.0582,-71.6727
NH,Lisbon,44.2148,-71.8966
NH,Litchfield,42.843,-71.455
NH,Littleton,44.3112,-71.7768
NH,Lochmere,43.4686,-71.5371
NH,Londonderry,42.8765,-71.3396
NH,Loudon,43.3193,-71.467
NH,Lyman,44.2148,-71.8966
NH,Lyme,43.7913,-72.162
NH,Lyme Center,43.7863,-72.1205
NH,Lyndeborough,42.8954,-71.7744
NH,Madbury,43.1729,-70.9412
NH,Madison,43.9152,-71.1254
NH,Manchester,42.997,-71.4521
NH,Marlborough,42.8988,-72.2013
NH,Marlow,43.1326,-72.2109
NH,Mason,42.7482,-71.7619
NH,Melvin Village,43.7077,-71.3017
NH,Melvin Vlg,43.7077,-71.3017
NH,Meredith,43.6311,-71.4997
NH,Meriden,43.5299,-72.2756
NH,Merrimack,42.8667,-71.5128
NH,Middleton,43.4861,-71.063
NH,Milan,44.587,-71.181
NH,Milford,42.8285,-71.6606
NH,Milton,43.4229,-71.0114
NH,Milton Mills,43.5025,-70.9697
NH,Mirror Lake,43.6366,-71.2729
NH,Monroe,44.2734,-72.025
NH,Mont Vernon,42.8976,-71.6762
NH,Moultonboro,43.7281,-71.3922
NH,Moultonborough,43.7281,-71.3922
NH,Mount Sunapee,43.3217,-72.0118
NH,Mount Washington,44.2855,-71.2979
NH,Mt Washington,44.2855,-71.2979
NH,Munsonville,42.9906,-72.1309
NH,N Haverhill,44.0978,-72.0191
NH,N Sandwich,43.8452,-71.385
NH,N Stratford,44.7149,-71.5644
NH,N Woodstock,44.0354,-71.6863
NH,Nashua,42.7592,-71.4823
NH,Nelson,42.9906,-72.1309
NH,New Boston,42.9722,-71.6864
NH,New Castle,43.0681,-70.7199
NH,New Durham,43.443,-71.1408
NH,New Hampton,43.6184,-71.6435
NH,New Ipswich,42.7511,-71.8703
NH,New London,43.4145,-71.9857
NH,Newbury,43.3217,-72.0118
NH,Newfields,43.0374,-70.9782
NH,Newington,43.1514,-70.8126
NH,Newmarket,43.0726,-70.9553
NH,Newport,43.3532,-72.1838
NH,Newton,42.8678,-71.042
NH,Newton Jct,42.8619,-71.04
NH,Newton Junction,42.8619,-71.04
NH,North Conway,44.0336,-71.1238
NH,North Hampton,42.9776,-70.8267
NH,North Haverhill,44.0978,-72.0191
NH,North Salem,42.837,-71.2206
NH,North Sandwich,43.8452,-71.385
NH,North Stratford,44.7149,-71.5644
NH,North Sutton,43.3653,-71.9341
NH,North Swanzey,42.9627,-72.2955
NH,North Walpole,43.1428,-72.4483
NH,North Woodstock,44.0354,-71.6863
NH,Northfield,43.4603,-71.5774
NH,Northumberland,44.5984,-71.5064
NH,Northumberlnd,44.5984,-71.5064
NH,Northwood,43.207,-71.2004
NH,Nottingham,43.1196,-71.111
NH,Orange,43.6601,-72.0297
NH,Orford,43.8941,-72.0978
NH,Ossipee,43.6945,-71.1129
NH,Pelham,42.7288,-71.3046
NH,Pembroke,43.1604,-71.4179
NH,Penacook,43.2817,-71.6595
NH,Peterborough,42.8856,-71.947
NH,Piermont,43.9906,-72.0813
NH,Pike,44.0255,-72.0096
NH,Pittsburg,45.0866,-71.3636
NH,Pittsfield,43.2874,-71.333
NH,Plainfield,43.5519,-72.2704
NH,Plaistow,42.8356,-71.0934
NH,Plymouth,43.757,-71.6881
NH,Portsmouth,43.1037,-70.7826
NH,Randolph,44.3753,-71.2798
NH,Raymond,43.0325,-71.1912
NH,Richmond,42.7788,-72.344
NH,Rindge,42.7544,-72.019
NH,Rochester,43.2977,-70.969
NH,Rollinsford,43.2269,-70.8332
NH,Roxbury,42.9627,-72.2955
NH,Rumney,43.8044,-71.848
NH,Rye,43.0095,-70.7652
NH,Rye Beach,42.9806,-70.7719
NH,S Tamworth,43.8077,-71.308
NH,Salem,42.7846,-71.2176
NH,Salisbury,43.4067,-71.7045
NH,Sanbornton,43.5496,-71.6003
NH,Sanbornville,43.5513,-71.02
NH,Sandown,42.9308,-71.1861
NH,Sandwich,43.8162,-71.4506
NH,Seabrook,42.8854,-70.8646
NH,Sharon,42.8856,-71.947
NH,Shelburne,44.4048,-71.1548
NH,Silver Lake,43.879,-71.1905
NH,Somersworth,43.2525,-70.8756
NH,South Acworth,43.1956,-72.2686
NH,South Hampton,42.907,-70.9876
NH,South Newbury,43.2956,-71.9967
NH,South Sutton,43.3042,-71.9289
NH,South Tamworth,43.8077,-71.308
NH,Spofford,42.912,-72.4103
NH,Springfield,43.4938,-72.047
NH,Stark,44.5984,-71.5064
NH,Stewartstown,44.9078,-71.4793
NH,Stinson Lake,43.86,-71.8
NH,Stoddard,43.0739,-72.1088
NH,Strafford,43.2506,-71.1625
NH,Stratford,44.7149,-71.5644
NH,Stratham,43.0194,-70.8997
NH,Sugar Hill,44.2203,-71.7964
NH,Sullivan,42.9982,-72.2019
NH,Sunapee,43.3868,-72.095
NH,Suncook,43.1604,-71.4179
NH,Surry,42.9627,-72.2955
NH,Swanzey,42.8411,-72.3301
NH,Tamworth,43.862,-71.2645
NH,Temple,42.82,-71.8523
NH,Thornton,43.9396,-71.6138
NH,Tilton,43.5034,-71.4897
NH,Troy,42.827,-72.1848
NH,Twin Mountain,44.2689,-71.5471
NH,Union,43.4861,-71.063
NH,W Chesterfld,42.8956,-72.5097
NH,W Nottingham,43.1823,-71.1396
NH,W Peterboro,42.8908,-71.9334
NH,W Stewartstwn,44.6956,-71.3874
NH,Walpole,43.0765,-72.4155
NH,Warner,43.3035,-71.8353
NH,Warren,43.9447,-71.8901
NH,Washington,43.1747,-72.0824
NH,Waterville Valley,43.9501,-71.4995
NH,Watervl Vly,43.9501,-71.4995
NH,Weare,43.0714,-71.7038
NH,Webster,43.2817,-71.6595
NH,Wentworth,43.8685,-71.9097
NH,Wentworths Location,44.8003,-71.1436
NH,West Chesterfield,42.8956,-72.5097
NH,West Lebanon,43.644,-72.3007
NH,West Nottingham,43.1823,-71.1396
NH,West Ossipee,43.8118,-71.1946
NH,West Peterborough,42.8908,-71.9334
NH,West Stewartstown,44.6956,-71.3874
NH,West Swanzey,42.8734,-72.3151
NH,Westmoreland,42.969,-72.4358
NH,Whitefield,44.3681,-71.6035
NH,Wilmot,43.4485,-71.9158
NH,Wilton,42.8368,-71.7541
NH,Winchester,42.7788,-72.344
NH,Windham,42.8051,-71.3067
NH,Windsor,43.1141,-71.8992
NH,Winnisquam,43.4964,-71.5197
NH,Wntwrths Lctn,44.8003,-71.1436
NH,Wolfeboro,43.595,-71.1908
NH,Wolfeboro Falls,43.5892,-71.2189
NH,Wolfeboro Fls,43.5892,-71.2189
NH,Wonalancet,43.9073,-71.3506
NH,Woodstock,43.9776,-71.6851
NH,Woodsville,44.1523,-72.0373
NJ,Aberdeen,40.4109,-74.238
NJ,Absecon,39.4481,-74.4762
NJ,Adelphia,40.2182,-74.2563
NJ,Allamuchy,40.9218,-74.8102
NJ,Allendale,41.0327,-74.1342
NJ,Allenhurst,40.2367,-74.0067
NJ,Allentown,40.1589,-74.5909
NJ,Allenwood,40.1389,-74.1122
NJ,Alloway,39.5591,-75.3506
NJ,Alpha,40.7079,-75.1507
NJ,Alpine,40.9511,-73.9308
NJ,Andover,40.9614,-74.7524
NJ,Annandale,40.6287,-74.8855
NJ,Apo,0.0,0.0
NJ,Asbury,40.695,-75.0281
NJ,Asbury Park,40.2507,-74.0486
NJ,Atco,39.76,-74.8665
NJ,Atlantic City,39.365,-74.4258
NJ,Atlantic Highlands,40.4015,-74.0309
NJ,Atlantic Hlds,40.4015,-74.0309
NJ,Audubon,39.891,-75.0724
NJ,Augusta,41.1451,-74.6848
NJ,Avalon,39.0951,-74.7262
NJ,Avenel,40.5826,-74.2785
NJ,Avon By Sea,40.1918,-74.0167
NJ,Avon By The Sea,40.1918,-74.0167
NJ,Baptistown,40.5218,-75.006
NJ,Barnegat,39.7552,-74.247
NJ,Barnegat Lgt,39.7512,-74.1146
NJ,Barnegat Light,39.7512,-74.1146
NJ,Barrington,39.8651,-75.0564
NJ,Basking Ridge,40.6731,-74.5572
NJ,Batsto,39.638,-74.7728
NJ,Bay Head,40.0806,-74.0595
NJ,Bayonne,40.6664,-74.1192
NJ,Bayville,39.9093,-74.1549
NJ,Beach Haven,39.6411,-74.1922
NJ,Beachwood,39.9302,-74.1961
NJ,Bedminster,40.6571,-74.6432
NJ,Belford,40.4173,-74.0889
NJ,Belle Mead,40.4483,-74.6557
NJ,Belleville,40.7946,-74.1631
NJ,Bellmawr,39.8683,-75.0945
NJ,Belmar,40.1736,-74.0469
NJ,Belvidere,40.8308,-75.0503
NJ,Bergenfield,40.9238,-73.9989
NJ,Berkeley,39.9715,-74.2512
NJ,Berkeley Heights,40.6752,-74.4346
NJ,Berkeley Hts,40.6752,-74.4346
NJ,Berlin,39.7788,-74.9308
NJ,Berlin Boro,39.7788,-74.9308
NJ,Berlin Township,39.8051,-74.9255
NJ,Berlin Twp,39.8051,-74.9255
NJ,Bernardsville,40.7225,-74.5778
NJ,Beverly,40.0565,-74.9114
NJ,Birmingham,39.976,-74.7114
NJ,Blackwood,39.7901,-75.0367
NJ,Blackwood Ter,39.8233,-75.1302
